Gene,Effect,HRE
HOXC6,NO,NO
ZNF709,NO,NO
USP16,NO,NO
NPY2R,NO,NO
PGDS,NO,NO
GABRB2,NO,NO
RSBN1L,NO,NO
ESD,NO,NO
ARHGEF18,NO,NO
TRAPPC2,NO,NO
TMEM87A,NO,NO
DDX24,NO,NO
PHGDH,NO,NO
B3GNT7,NO,NO
SWAP70,NO,NO
CFI,NO,NO
BMP5,NO,NO
DIO1,NO,NO
MLN,NO,NO
SIGLEC5,NO,NO
GJB5,NO,NO
FCGR2C,NO,NO
LAMC2,NO,NO
AP1S3,NO,NO
NGB,NO,NO
OSMR,NO,NO
HAVCR2,NO,NO
HLA-DRA,NO,NO
SOX7,NO,NO
COX7B,NO,NO
TKT,NO,NO
ANGPT1,NO,NO
HBE1,NO,NO
MORN3,NO,NO
CIR,NO,NO
OGFRL1,NO,NO
PSMB1,NO,NO
LY6D,NO,NO
APOC3,NO,NO
SULT2A1,NO,NO
ZNF584,NO,NO
CRTC1,NO,NO
HAMP,NO,NO
DKK3,NO,NO
SLC12A1,NO,NO
ZNF598,NO,NO
DSC1,NO,NO
RNF185,NO,NO
MYSM1,NO,NO
BSND,NO,NO
WNT7A,NO,NO
WRNIP1,NO,NO
ANGEL1,NO,NO
UBA2,NO,NO
GHRH,NO,NO
CCT8,NO,NO
ARSE,NO,NO
NBPF1,NO,NO
DFNB59,NO,NO
WBP1,NO,NO
WDR49,NO,NO
GPX3,NO,NO
ZNF517,NO,NO
WDR37,NO,NO
BTBD10,NO,NO
FAM109A,NO,NO
ARHGAP28,NO,NO
ZNF91,NO,NO
NMD3,NO,NO
SLC30A9,NO,NO
RAB3IP,NO,NO
SLC2A13,NO,NO
PEX11A,NO,NO
ZNF383,NO,NO
SERPINA7,NO,NO
TNIP3,NO,NO
FES,NO,NO
IRGQ,NO,NO
CTSK,NO,NO
KIAA1430,NO,NO
HPSE,NO,NO
PRTFDC1,NO,NO
ATOH7,NO,NO
OAT,NO,NO
AQP8,NO,NO
CILP2,NO,NO
CST4,NO,NO
SCRG1,NO,NO
CSN1S1,NO,NO
RMI1,NO,NO
ALPK3,NO,NO
AZU1,NO,NO
CRP,NO,NO
MSH4,NO,NO
SEC61B,NO,NO
LAYN,NO,NO
SSX2,NO,NO
TGM5,NO,NO
FBXO40,NO,NO
CXCL2,NO,NO
GLTP,NO,NO
NCK2,NO,NO
COL5A2,NO,NO
CP110,NO,NO
STAP1,NO,NO
TSPAN33,NO,NO
OSBPL9,NO,NO
DEPDC7,NO,NO
FUK,NO,NO
ATPIF1,NO,NO
NEK11,NO,NO
CGA,NO,NO
HLA-DQB1,NO,NO
SMUG1,NO,NO
MRPL53,NO,NO
TMPRSS11D,NO,NO
PPM1K,NO,NO
PFKM,NO,NO
IQCB1,NO,NO
EXOC3,NO,NO
CYLC1,NO,NO
KRTAP26-1,NO,NO
MSN,NO,NO
PASK,NO,NO
SBDS,NO,NO
AKR1C3,NO,NO
SLC41A2,NO,NO
KCNAB2,NO,NO
RNF103,NO,NO
VAMP5,NO,NO
SREBF2,NO,NO
TSLP,NO,NO
DEFB1,NO,NO
ACTL7B,NO,NO
TRAPPC6A,NO,NO
ATP1B4,NO,NO
S100A3,NO,NO
ZNF197,NO,NO
UBL5,NO,NO
TCN2,NO,NO
ZXDC,NO,NO
UBASH3A,NO,NO
IL12A,NO,NO
RRM2B,NO,NO
ZNF143,NO,NO
CD244,NO,NO
ABI2,NO,NO
LPHN3,NO,NO
GREB1,NO,NO
CHMP4C,NO,NO
TPCN2,NO,NO
DYNC2H1,NO,NO
MYOG,NO,NO
TM4SF18,NO,NO
FLJ41603,NO,NO
FAM46A,NO,NO
ACADS,NO,NO
CRYGB,NO,NO
KNG1,NO,NO
UBE2E2,NO,NO
GMPR,NO,NO
KIF27,NO,NO
RPS15A,NO,NO
SH2D3A,NO,NO
MAGEE2,NO,NO
LTA4H,NO,NO
PCK1,NO,NO
VCY,NO,NO
PIGR,NO,NO
ECM1,NO,NO
SOD3,NO,NO
GLRA3,NO,NO
PAGE4,NO,NO
CRYL1,NO,NO
FSD1L,NO,NO
CCDC17,NO,NO
ACN9,NO,NO
CA3,NO,NO
NDUFB9,NO,NO
ADAMTSL2,NO,NO
PNMA1,NO,NO
ATF7IP2,NO,NO
ZNF585A,NO,NO
NSDHL,NO,NO
ZFYVE20,NO,NO
ANKRD43,NO,NO
SMYD4,NO,NO
CBS,NO,NO
PTAR1,NO,NO
ZNF233,NO,NO
LZIC,NO,NO
ARSJ,NO,NO
DSE,NO,NO
HIST1H2BD,NO,NO
FCGR3B,NO,NO
IL18R1,NO,NO
FGFR4,NO,NO
MARVELD2,NO,NO
RPL8,NO,NO
TMPRSS4,NO,NO
WIF1,NO,NO
HAPLN4,NO,NO
LASS4,NO,NO
LYPLAL1,NO,NO
IL1R2,NO,NO
EAF2,NO,NO
RBMXL2,NO,NO
ODF4,NO,NO
LRG1,NO,NO
GSTO2,NO,NO
FAM101A,NO,NO
CERK,NO,NO
ACTL8,NO,NO
DCK,NO,NO
DYNC1LI2,NO,NO
DSC3,NO,NO
SPAG16,NO,NO
TMEM42,NO,NO
HCFC2,NO,NO
CLEC12A,NO,NO
IGFALS,NO,NO
MT1H,NO,NO
WFDC6,NO,NO
TGM4,NO,NO
STK32B,NO,NO
GSTA3,NO,NO
RBM17,NO,NO
CGRRF1,NO,NO
GDAP1L1,NO,NO
GNAT2,NO,NO
NET1,NO,NO
RDH5,NO,NO
GZMM,NO,NO
ATRX,NO,NO
TSPAN1,NO,NO
KATNA1,NO,NO
PIK3C2B,NO,NO
ARL4C,NO,NO
MGST2,NO,NO
HIST1H4G,NO,NO
ATF6,NO,NO
MAP6D1,NO,NO
SPATA22,NO,NO
ACHE,NO,NO
NINJ1,NO,NO
ACPL2,NO,NO
SCGN,NO,NO
ZFP37,NO,NO
NMT2,NO,NO
KRT6A,NO,NO
TMED1,NO,NO
GALM,NO,NO
SCGB3A2,NO,NO
SYT1,NO,NO
WFDC2,NO,NO
IGSF2,NO,NO
EMCN,NO,NO
SIRPB1,NO,NO
NAPB,NO,NO
PRODH,NO,NO
ROCK1,NO,NO
SLC9A8,NO,NO
PDE8B,NO,NO
ZNF193,NO,NO
PMS2L3,NO,NO
NT5DC3,NO,NO
L3MBTL4,NO,NO
CFH,NO,NO
GRB14,NO,NO
ZAN,NO,NO
CHD6,NO,NO
ADC,NO,NO
BTN2A1,NO,NO
TXLNB,NO,NO
SOX17,NO,NO
MTL5,NO,NO
KLRG1,NO,NO
NIPSNAP1,NO,NO
CFHR2,NO,NO
NKX3-1,NO,NO
ACSS2,NO,NO
DACT1,NO,NO
TTYH1,NO,NO
FIGNL1,NO,NO
DIP2A,NO,NO
FARP2,NO,NO
KIAA0101,NO,NO
DPPA3,NO,NO
PLEKHF1,NO,NO
MXRA5,NO,NO
MED7,NO,NO
CDX4,NO,NO
PAICS,NO,NO
INMT,NO,NO
VPS29,NO,NO
CAPNS1,NO,NO
NT5C1B,NO,NO
HOXD8,NO,NO
ARL5A,NO,NO
IL5RA,NO,NO
TPP1,NO,NO
RBP5,NO,NO
KLRC2,NO,NO
FBXO17,NO,NO
RSPO4,NO,NO
SCP2,NO,NO
CD74,NO,NO
CDX1,NO,NO
SPATA13,NO,NO
LEFTY2,NO,NO
PCDHB10,NO,NO
RIPK3,NO,NO
TPTE,NO,NO
LCP1,NO,NO
ATCAY,NO,NO
GUCA2A,NO,NO
LECT2,NO,NO
IL3,NO,NO
TRHR,NO,NO
KIAA0146,NO,NO
TMEM135,NO,NO
SGCG,NO,NO
CLDN6,NO,NO
TMCO7,NO,NO
CLC,NO,NO
PACSIN2,NO,NO
MIOX,NO,NO
NXPH2,NO,NO
SIPA1L1,NO,NO
OR7D2,NO,NO
ANKRA2,NO,NO
ZFP57,NO,NO
GDF3,NO,NO
VPS33B,NO,NO
SNRPD3,NO,NO
ALG12,NO,NO
CRYBA2,NO,NO
CHRD,NO,NO
RIN3,NO,NO
PLA2G10,NO,NO
MGAT3,NO,NO
MAGEA8,NO,NO
NAP1L3,NO,NO
PPIH,NO,NO
ZNF92,NO,NO
RAB11FIP1,NO,NO
CNIH,NO,NO
ATP5O,NO,NO
ZNF80,NO,NO
OR2H1,NO,NO
BNIPL,NO,NO
CRIPT,NO,NO
ANXA3,NO,NO
NUDT13,NO,NO
PNMA6A,NO,NO
ZNF2,NO,NO
COMMD6,NO,NO
ZNF213,NO,NO
EPS8L1,NO,NO
GIPC3,NO,NO
GRHL1,NO,NO
TREX1,NO,NO
WDR69,NO,NO
GNG4,NO,NO
REG3G,NO,NO
SIT1,NO,NO
PLA2G2A,NO,NO
RAG1AP1,NO,NO
PIGZ,NO,NO
ZFYVE28,NO,NO
BLOC1S2,NO,NO
ADRBK1,NO,NO
MYO1H,NO,NO
HOMEZ,NO,NO
KLK1,NO,NO
TIFA,NO,NO
NUDT12,NO,NO
CA13,NO,NO
SERPING1,NO,NO
PARP4,NO,NO
AKR1B1,NO,NO
SH3GL2,NO,NO
TCEAL2,NO,NO
CD28,NO,NO
PGBD1,NO,NO
EIF2C3,NO,NO
ANP32C,NO,NO
SPATS1,NO,NO
CHST7,NO,NO
MTR,NO,NO
FBXO5,NO,NO
LSM14B,NO,NO
DKK4,NO,NO
SMNDC1,NO,NO
CIB3,NO,NO
MRPL37,NO,NO
GABRG1,NO,NO
CENPC1,NO,NO
FABP2,NO,NO
LDHAL6A,NO,NO
SLC1A6,NO,NO
NCK1,NO,NO
SSBP1,NO,NO
MEP1A,NO,NO
MASTL,NO,NO
BRWD2,NO,NO
RIN1,NO,NO
MCF2L,NO,NO
PARP2,NO,NO
ANKRD45,NO,NO
HCRTR1,NO,NO
SLC4A3,NO,NO
KLKB1,NO,NO
SLC25A31,NO,NO
DNAJB13,NO,NO
TMEM136,NO,NO
PSG1,NO,NO
ISYNA1,NO,NO
KCTD3,NO,NO
LOC196913,NO,NO
FBRS,NO,NO
AMIGO2,NO,NO
LILRA4,NO,NO
GPR55,NO,NO
TMEM141,NO,NO
SIPA1,NO,NO
TCP11L2,NO,NO
VIP,NO,NO
RCCD1,NO,NO
PLA2G12A,NO,NO
DPY19L2,NO,NO
CTRB2,NO,NO
FKBP1B,NO,NO
FRG1,NO,NO
PON3,NO,NO
DAAM1,NO,NO
CEBPG,NO,NO
KPTN,NO,NO
NOX3,NO,NO
ATP6V1B2,NO,NO
GOLGA7,NO,NO
CR1,NO,NO
CDO1,NO,NO
SLC34A3,NO,NO
SLC24A1,NO,NO
SIPA1L2,NO,NO
SLC41A3,NO,NO
S100P,NO,NO
TBPL1,NO,NO
HIST1H2AB,NO,NO
CATSPER1,NO,NO
GCC2,NO,NO
ZMYND10,NO,NO
TTLL2,NO,NO
GPLD1,NO,NO
SLC22A12,NO,NO
SEL1L,NO,NO
ASGR2,NO,NO
PLXNB2,NO,NO
TPO,NO,NO
ATP5I,NO,NO
AUH,NO,NO
KLK3,NO,NO
SH3BP2,NO,NO
OR2J2,NO,NO
GYLTL1B,NO,NO
LITAF,NO,NO
RDH14,NO,NO
GFRA3,NO,NO
TUBAL3,NO,NO
LRRC28,NO,NO
APOBEC3G,NO,NO
LYNX1,NO,NO
DEPDC4,NO,NO
ZNF81,NO,NO
MGAT4A,NO,NO
TBC1D19,NO,NO
PID1,NO,NO
AHSG,NO,NO
CPLX1,NO,NO
DDO,NO,NO
AIG1,NO,NO
MAP3K8,NO,NO
ZNF254,NO,NO
PRNP,NO,NO
ZNF70,NO,NO
GDI2,NO,NO
PPA1,NO,NO
GPR132,NO,NO
WDR21A,NO,NO
PGPEP1,NO,NO
LAPTM5,NO,NO
HGSNAT,NO,NO
SCN4B,NO,NO
DGAT2,NO,NO
ZNF506,NO,NO
GSPT2,NO,NO
IFNA14,NO,NO
SLC35F2,NO,NO
FOLR3,NO,NO
IFT52,NO,NO
TARS,NO,NO
XRCC4,NO,NO
OSBPL5,NO,NO
LRRC23,NO,NO
KRT74,NO,NO
KIR2DS4,NO,NO
BAIAP2L2,NO,NO
SPRR2G,NO,NO
WIPF3,NO,NO
KIAA1429,NO,NO
TMPRSS12,NO,NO
TCL6,NO,NO
ACSL4,NO,NO
SNCG,NO,NO
FNBP4,NO,NO
GUCA2B,NO,NO
SFRS11,NO,NO
PROC,NO,NO
C1GALT1,NO,NO
GCHFR,NO,NO
MYST1,NO,NO
FAM50A,NO,NO
CYP20A1,NO,NO
TMEM163,NO,NO
CSNK2B,NO,NO
PRG2,NO,NO
PRG2,NO,NO
SLC27A6,NO,NO
DCUN1D5,NO,NO
SCN9A,NO,NO
CXCL5,NO,NO
CNTNAP2,NO,NO
CLEC1B,NO,NO
KIF5A,NO,NO
TLE6,NO,NO
SLC2A11,NO,NO
GZMA,NO,NO
RIT2,NO,NO
IL12RB2,NO,NO
HPD,NO,NO
AHI1,NO,NO
LCN1,NO,NO
DNAJA4,NO,NO
NUDT16L1,NO,NO
SPTBN4,NO,NO
TRPC5,NO,NO
PRAMEF12,NO,NO
CTLA4,NO,NO
WIPF1,NO,NO
CRBN,NO,NO
TRIM41,NO,NO
FAM105B,NO,NO
ADCY7,NO,NO
SGK2,NO,NO
BIRC7,NO,NO
DNER,NO,NO
FBXL2,NO,NO
IFNA5,NO,NO
PPP1R13B,NO,NO
HOXD13,NO,NO
TRH,NO,NO
ALDH7A1,NO,NO
ZC3H12D,NO,NO
ARNT2,NO,NO
DSG1,NO,NO
ZNF319,NO,NO
FSD1,NO,NO
ST13,NO,NO
TTC30A,NO,NO
CD59,NO,NO
KLK2,NO,NO
ASB9,NO,NO
BGN,NO,NO
S100A5,NO,NO
ANXA1,NO,NO
CEACAM6,NO,NO
FETUB,NO,NO
GP5,NO,NO
ZAR1,NO,NO
TMEM30A,NO,NO
ADRB1,NO,NO
RAB18,NO,NO
CD3D,NO,NO
TRIM21,NO,NO
MDK,NO,NO
CD79A,NO,NO
ETHE1,NO,NO
ZNF607,NO,NO
ADM2,NO,NO
GABRQ,NO,NO
PGC,NO,NO
RILP,NO,NO
CECR6,NO,NO
IGSF3,NO,NO
SH3BP5L,NO,NO
LRRC40,NO,NO
GRSF1,NO,NO
FANCC,NO,NO
KRT18,NO,NO
GPR133,NO,NO
RRAD,NO,NO
HHAT,NO,NO
NAPRT1,NO,NO
CARD10,NO,NO
DRG1,NO,NO
AARS,NO,NO
ATP6V1E1,NO,NO
LBA1,NO,NO
TTLL3,NO,NO
ENPEP,NO,NO
RASEF,NO,NO
INVS,NO,NO
ADORA2A,NO,NO
PSMD10,NO,NO
PPP3R1,NO,NO
ANKRD7,NO,NO
SCUBE2,NO,NO
KRT6B,NO,NO
MAP3K7IP1,NO,NO
S100A7A,NO,NO
EDAR,NO,NO
HSPA1L,NO,NO
SFTPC,NO,NO
COX8A,NO,NO
HAS1,NO,NO
AGRN,NO,NO
OR1C1,NO,NO
HHLA3,NO,NO
SNX15,NO,NO
SNX1,NO,NO
ZNF555,NO,NO
PHC2,NO,NO
MATN3,NO,NO
FZD8,NO,NO
NINJ2,NO,NO
ACO1,NO,NO
IGHMBP2,NO,NO
MSRB3,NO,NO
ALOX5AP,NO,NO
MC1R,NO,NO
TRMU,NO,NO
NOSTRIN,NO,NO
ALPK1,NO,NO
SYNE1,NO,NO
LY6G5C,NO,NO
L2HGDH,NO,NO
GNG11,NO,NO
RHOG,NO,NO
GPR68,NO,NO
MBD1,NO,NO
CORIN,NO,NO
TOPORS,NO,NO
CDC34,NO,NO
PHKA1,NO,NO
BMP1,NO,NO
AES,NO,NO
PARVB,NO,NO
SLC25A6,NO,NO
SLC25A6,NO,NO
FSHR,NO,NO
COX7C,NO,NO
KIAA0415,NO,NO
RPA3,NO,NO
ZNF498,NO,NO
TM2D3,NO,NO
IL4R,NO,NO
LIPE,NO,NO
ZNF615,NO,NO
SLC34A1,NO,NO
IL11RA,NO,NO
CDH16,NO,NO
SF4,NO,NO
PADI4,NO,NO
ADAM32,NO,NO
ALOX12B,NO,NO
TBC1D14,NO,NO
HIST1H2BM,NO,NO
FAM22F,NO,NO
RPAP1,NO,NO
LGI4,NO,NO
SPP2,NO,NO
RIOK1,NO,NO
TBP,NO,NO
BCKDHB,NO,NO
SLC38A4,NO,NO
CDADC1,NO,NO
RNF138,NO,NO
NPBWR2,NO,NO
HORMAD2,NO,NO
SMR3A,NO,NO
SERPINB10,NO,NO
RHBG,NO,NO
TROVE2,NO,NO
ZBTB26,NO,NO
TMCO3,NO,NO
ZNF230,NO,NO
GPR143,NO,NO
OR2B6,NO,NO
KRT76,NO,NO
CHRNA4,NO,NO
CSF3R,NO,NO
PROK1,NO,NO
SYNPO2L,NO,NO
BLNK,NO,NO
SH3PXD2B,NO,NO
NFKBIL1,NO,NO
UNC5CL,NO,NO
TNFRSF17,NO,NO
TTLL10,NO,NO
FKBPL,NO,NO
HIST1H4L,NO,NO
FBXL4,NO,NO
TCERG1L,NO,NO
PTK6,NO,NO
ZNF238,NO,NO
ZC3H11A,NO,NO
KIAA1257,NO,NO
CLRN3,NO,NO
CWF19L2,NO,NO
SLITRK6,NO,NO
BET1,NO,NO
PHKG2,NO,NO
FLJ22167,NO,NO
FLJ40235,NO,NO
CCDC74B,NO,NO
PLK2,NO,NO
USP6,NO,NO
TJP3,NO,NO
EXOC8,NO,NO
USF1,NO,NO
CHCHD6,NO,NO
NR1I2,NO,NO
LRPAP1,NO,NO
CSF2,NO,NO
MRPL2,NO,NO
CLN8,NO,NO
ZNF560,NO,NO
HIST1H1B,NO,NO
ARMCX5,NO,NO
LDOC1,NO,NO
ACOT12,NO,NO
KNDC1,NO,NO
LPPR4,NO,NO
PRPH2,NO,NO
DCT,NO,NO
RAB25,NO,NO
GBP6,NO,NO
CPZ,NO,NO
PRL,NO,NO
GALNT11,NO,NO
CLIC3,NO,NO
PNPLA7,NO,NO
UMOD,NO,NO
AURKAIP1,NO,NO
MUC13,NO,NO
BTNL9,NO,NO
PRSS35,NO,NO
BAT4,NO,NO
AVIL,NO,NO
PCK2,NO,NO
AK5,NO,NO
RABL2A,NO,NO
RASSF6,NO,NO
CLEC4D,NO,NO
ZNF682,NO,NO
RAB38,NO,NO
SLC25A5,NO,NO
TNNC1,NO,NO
ASNS,NO,NO
PLAC9,NO,NO
APOF,NO,NO
CCDC33,NO,NO
ETV2,NO,NO
TMEM17,NO,NO
CAPN10,NO,NO
TTC35,NO,NO
PIP5KL1,NO,NO
MYF5,NO,NO
MMP25,NO,NO
ZBTB40,NO,NO
ARMC5,NO,NO
WDR31,NO,NO
ADRA1D,NO,NO
KALRN,NO,NO
CLDN12,NO,NO
COX6B1,NO,NO
LOC646627,NO,NO
TAS2R1,NO,NO
OPLAH,NO,NO
TMEM116,NO,NO
DNAH10,NO,NO
SPON2,NO,NO
CYP2B6,NO,NO
TXK,NO,NO
EVC2,NO,NO
ZNF655,NO,NO
ENTPD4,NO,NO
TIRAP,NO,NO
SPRYD3,NO,NO
CYB5D2,NO,NO
APOE,NO,NO
LAX1,NO,NO
TNFSF4,NO,NO
RGS17,NO,NO
TMEM119,NO,NO
CHRAC1,NO,NO
POGZ,NO,NO
SPINK5,NO,NO
COL28A1,NO,NO
GOLGA2,NO,NO
OR3A2,NO,NO
STMN3,NO,NO
RAB36,NO,NO
ZCCHC5,NO,NO
ABHD10,NO,NO
CMTM3,NO,NO
CDH8,NO,NO
ARSA,NO,NO
CDKL2,NO,NO
AEBP1,NO,NO
GP1BA,NO,NO
ZNF8,NO,NO
AIRE,NO,NO
CHI3L2,NO,NO
SOSTDC1,NO,NO
IL22,NO,NO
ZNF700,NO,NO
HIST1H2AG,NO,NO
STK38L,NO,NO
FER,NO,NO
MBD5,NO,NO
GLT1D1,NO,NO
SLC44A2,NO,NO
ZBTB17,NO,NO
ZNF467,NO,NO
PSMC1,NO,NO
CYP11A1,NO,NO
CECR1,NO,NO
LGR6,NO,NO
TNNI1,NO,NO
ADIPOQ,NO,NO
PCDHB12,NO,NO
SLC13A1,NO,NO
GPR107,NO,NO
SNX30,NO,NO
CCBL1,NO,NO
ART1,NO,NO
MTRF1,NO,NO
ZNF396,NO,NO
CYP4F3,NO,NO
FRRS1,NO,NO
CHID1,NO,NO
THSD1,NO,NO
MTM1,NO,NO
SLC9A1,NO,NO
WDR52,NO,NO
KIAA0141,NO,NO
SH3BGRL2,NO,NO
DMRT2,NO,NO
OTUB2,NO,NO
CHRNB1,NO,NO
ZNF569,NO,NO
ZNF217,NO,NO
ATP2B3,NO,NO
S100A14,NO,NO
TRPM8,NO,NO
IL15RA,NO,NO
CTTN,NO,NO
NME4,NO,NO
SLC5A1,NO,NO
RPGR,NO,NO
CTH,NO,NO
ROPN1B,NO,NO
NFRKB,NO,NO
IGF1,NO,NO
TMEM30B,NO,NO
CDH1,NO,NO
SLC4A11,NO,NO
DEFB127,NO,NO
TCF20,NO,NO
SCARF2,NO,NO
E2F2,NO,NO
ECHDC2,NO,NO
ASB4,NO,NO
GLB1L3,NO,NO
FBXL14,NO,NO
TPTE2,NO,NO
FOXC2,NO,NO
CD209,NO,NO
ZNF579,NO,NO
RAB22A,NO,NO
SH3BP4,NO,NO
CCT4,NO,NO
TP53I3,NO,NO
CCL21,NO,NO
KL,NO,NO
NOXO1,NO,NO
RPL3L,NO,NO
CLEC10A,NO,NO
ZNF563,NO,NO
TFF1,NO,NO
FTHL17,NO,NO
NDUFB4,NO,NO
SCRN1,NO,NO
MS4A8B,NO,NO
EHD4,NO,NO
OTOF,NO,NO
ABHD6,NO,NO
HSPB3,NO,NO
DEFA5,NO,NO
ACTN3,NO,NO
JDP2,NO,NO
CST3,NO,NO
GNA14,NO,NO
EFCAB4A,NO,NO
P2RX2,NO,NO
PRKCQ,NO,NO
IGSF10,NO,NO
IL6ST,NO,NO
FOXK1,NO,NO
CORO2A,NO,NO
CRB2,NO,NO
ATG16L2,NO,NO
ANKS3,NO,NO
ZFP64,NO,NO
ARHGEF10L,NO,NO
SMCP,NO,NO
FCGR1A,NO,NO
CRYGC,NO,NO
AADAC,NO,NO
SH3RF2,NO,NO
SPCS2,NO,NO
SLC46A3,NO,NO
SAFB2,NO,NO
BRP44L,NO,NO
NDFIP2,NO,NO
ADPRHL1,NO,NO
OR7A5,NO,NO
PPARG,NO,NO
FGL1,NO,NO
GLT8D2,NO,NO
MYO7B,NO,NO
CYP27A1,NO,NO
ADRA2C,NO,NO
DEF6,NO,NO
IFNA17,NO,NO
CINP,NO,NO
TBC1D10B,NO,NO
PDE4C,NO,NO
HIST1H1T,NO,NO
FUCA2,NO,NO
ZNF165,NO,NO
ATP8B4,NO,NO
NETO1,NO,NO
EMR2,NO,NO
CCDC48,NO,NO
SLC18A2,NO,NO
GMPR2,NO,NO
PRSS22,NO,NO
ZNF17,NO,NO
MOV10L1,NO,NO
CSN2,NO,NO
HTRA1,NO,NO
OLR1,NO,NO
EBPL,NO,NO
DTD1,NO,NO
ATP8B2,NO,NO
SLC5A9,NO,NO
HOXD3,NO,NO
ZNF621,NO,NO
TCP10,NO,NO
PPIL6,NO,NO
GRM8,NO,NO
XRCC2,NO,NO
SUSD3,NO,NO
NDUFA8,NO,NO
DIRAS2,NO,NO
TREH,NO,NO
USP30,NO,NO
SFRS2IP,NO,NO
MIA,NO,NO
ZNF222,NO,NO
L3MBTL,NO,NO
REG1B,NO,NO
CRYGA,NO,NO
OR5H1,NO,NO
GRASP,NO,NO
PKD1L2,NO,NO
CDH17,NO,NO
OLFML1,NO,NO
ART4,NO,NO
HAO1,NO,NO
TRIM58,NO,NO
ZNF775,NO,NO
FAM76B,NO,NO
GSTP1,NO,NO
DRAM,NO,NO
ESR2,NO,NO
BCAS1,NO,NO
MAGI3,NO,NO
RPL39L,NO,NO
FAT4,NO,NO
PAPSS1,NO,NO
WASL,NO,NO
FGF23,NO,NO
NRL,NO,NO
PSMA6,NO,NO
KIAA1211,NO,NO
CASP4,NO,NO
DHCR24,NO,NO
MAP3K6,NO,NO
SH3BGRL3,NO,NO
ADH5,NO,NO
PTDSS1,NO,NO
SPTLC1,NO,NO
LILRB3,NO,NO
DONSON,NO,NO
PIN4,NO,NO
CNN2,NO,NO
ZNF330,NO,NO
PDIA4,NO,NO
NDOR1,NO,NO
PANX3,NO,NO
CCDC82,NO,NO
ADAM21,NO,NO
C3,NO,NO
GCAT,NO,NO
EPHA10,NO,NO
TSPAN18,NO,NO
ZNF140,NO,NO
ALOX12,NO,NO
GLTSCR1,NO,NO
GCC1,NO,NO
B3GNT1,NO,NO
FCGR2B,NO,NO
ABCG5,NO,NO
GNB4,NO,NO
BAMBI,NO,NO
F10,NO,NO
ACSBG1,NO,NO
TGM2,NO,NO
SCN10A,NO,NO
CCDC62,NO,NO
CHIT1,NO,NO
OR2F1,NO,NO
HINT2,NO,NO
NARG1L,NO,NO
CD19,NO,NO
ZNF329,NO,NO
C4BPB,NO,NO
NKX6-1,NO,NO
ITGB6,NO,NO
HLA-DOA,NO,NO
FAM21C,NO,NO
RAD9B,NO,NO
SIGLEC9,NO,NO
DLL3,NO,NO
PF4,NO,NO
AQP1,NO,NO
DFNB31,NO,NO
DENND1B,NO,NO
H6PD,NO,NO
CREG2,NO,NO
PLCH1,NO,NO
MYOZ2,NO,NO
PI16,NO,NO
STOX1,NO,NO
CASQ1,NO,NO
NOS1AP,NO,NO
BOLL,NO,NO
OXER1,NO,NO
PAIP2B,NO,NO
ACMSD,NO,NO
LSM3,NO,NO
SEMA3G,NO,NO
CLDN1,NO,NO
CETN3,NO,NO
CAPSL,NO,NO
DEFA4,NO,NO
TMEM45B,NO,NO
ATP2C2,NO,NO
GLIS2,NO,NO
HSD3B7,NO,NO
POLR2A,NO,NO
CTDP1,NO,NO
GMIP,NO,NO
PFDN4,NO,NO
CLIC6,NO,NO
MAGEH1,NO,NO
CD80,NO,NO
OR2F2,NO,NO
DMBT1,NO,NO
NR1H4,NO,NO
TMEM132D,NO,NO
KLK15,NO,NO
LILRA1,NO,NO
KIAA0240,NO,NO
RAD54B,NO,NO
OR5T2,NO,NO
A2ML1,NO,NO
PRICKLE1,NO,NO
NDUFV2,NO,NO
DUS3L,NO,NO
SNRPA,NO,NO
UTS2,NO,NO
PRELP,NO,NO
PCDHB11,NO,NO
ZNF273,NO,NO
POLR2J2,NO,NO
CHRNA2,NO,NO
PLEKHB1,NO,NO
B3GNT6,NO,NO
EIF2B2,NO,NO
TRAF5,NO,NO
MRPS27,NO,NO
BICD1,NO,NO
TSPAN3,NO,NO
ZSWIM1,NO,NO
MTMR8,NO,NO
PYHIN1,NO,NO
HGD,NO,NO
AGXT2L1,NO,NO
AK3,NO,NO
ELOVL3,NO,NO
PRDM7,NO,NO
CLCNKB,NO,NO
RHO,NO,NO
CR1L,NO,NO
GTF2H5,NO,NO
SLC24A6,NO,NO
OAZ2,NO,NO
RIBC2,NO,NO
FAM105A,NO,NO
TBCA,NO,NO
ABCC2,NO,NO
TAS2R10,NO,NO
DET1,NO,NO
ZNF223,NO,NO
KIAA1370,NO,NO
KIAA1632,NO,NO
NPEPL1,NO,NO
LIN9,NO,NO
ZNF496,NO,NO
NGEF,NO,NO
CCDC69,NO,NO
WARS2,NO,NO
IL13,NO,NO
PDE1C,NO,NO
SCGB1D1,NO,NO
GLIPR1L1,NO,NO
VCX2,NO,NO
TRAPPC5,NO,NO
SOX18,NO,NO
SPTA1,NO,NO
STAB2,NO,NO
OR7A17,NO,NO
URG4,NO,NO
KCNH1,NO,NO
CYB5R1,NO,NO
MERTK,NO,NO
DIRC1,NO,NO
COPS4,NO,NO
TACR2,NO,NO
TGM7,NO,NO
KCNQ2,NO,NO
FMO3,NO,NO
MAN2B2,NO,NO
ZDHHC14,NO,NO
CDKAL1,NO,NO
MRPS33,NO,NO
GIMAP6,NO,NO
