name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	name2
NM_003760	chr1	-	21132784	21437876	21133811	21329235	32	EIF4G3
NM_014870	chr1	+	22778343	22857650	22816441	22852889	18	ZBTB40
NM_001291860	chr1	-	22148724	22263790	22149808	22263710	97	HSPG2
NM_005529	chr1	-	22148724	22263790	22149808	22263710	97	HSPG2
NM_001791	chr1	+	22379119	22419436	22404971	22418010	6	CDC42
NM_001039802	chr1	+	22379119	22419436	22404971	22418010	7	CDC42
NM_001083621	chr1	+	22778343	22857650	22816441	22852889	19	ZBTB40
NM_044472	chr1	+	22379119	22417296	22404971	22416525	6	CDC42
NM_001013693	chr1	+	22138757	22151714	22138944	22148708	5	LDLRAD2
NM_003196	chr1	-	23707401	23751272	23707958	23751126	11	TCEA3
NM_001142546	chr1	-	23410515	23495351	23415387	23420754	4	LUZP1
NM_004091	chr1	-	23832919	23857712	23836371	23857285	7	E2F2
NM_033631	chr1	-	23410515	23495351	23415387	23420754	5	LUZP1
NM_020448	chr1	+	24742244	24799473	24746037	24795675	12	NIPAL3
NM_170743	chr1	-	24480646	24513765	24483619	24513738	7	IFNLR1
NM_001010980	chr1	+	24882566	24935818	24921921	24932238	4	NCMAP
NM_173065	chr1	-	24480646	24513765	24484316	24513738	6	IFNLR1
NM_173064	chr1	-	24480646	24513765	24483619	24513738	7	IFNLR1
NM_020485	chr1	-	25688739	25747363	25689017	25747277	10	RHCE
NM_020379	chr1	+	25943958	26112698	25944288	26110280	12	MAN1C1
NM_018202	chr1	+	25757348	25826698	25757589	25824957	11	TMEM57
NM_001289010	chr1	+	25943958	26112698	25944288	26110341	12	MAN1C1
NM_138618	chr1	-	25688739	25747363	25696985	25747277	9	RHCE
NM_138616	chr1	-	25688739	25747363	25689017	25747277	7	RHCE
NM_138617	chr1	-	25688739	25747363	25696985	25747277	7	RHCE
NM_001282564	chr1	+	25757348	25826698	25757589	25824957	9	TMEM57
NM_024674	chr1	+	26737268	26756219	26737382	26752949	4	LIN28A
NM_002953	chr1	+	26856248	26901520	26856411	26900692	22	RPS6KA1
NM_031286	chr1	+	26606212	26608013	26606646	26607614	3	SH3BGRL3
NR_037576	chr1	+	27648635	27662891	27662891	27662891	7	TMEM222
NR_037577	chr1	+	27648635	27662891	27662891	27662891	7	TMEM222
NR_037580	chr1	+	27648635	27662891	27662891	27662891	8	TMEM222
NM_001201404	chr1	-	27730729	27816698	27734818	27755400	8	WASF2
NM_006990	chr1	-	27730729	27816698	27734682	27755400	9	WASF2
NM_032125	chr1	+	27648635	27662891	27648688	27661957	6	TMEM222
NM_001029882	chr1	-	27860755	27930005	27873814	27878626	7	AHDC1
NM_005644	chr1	-	28929608	28969604	28930050	28948593	6	TAF12
NM_001048183	chr1	+	28696092	28826881	28733958	28823061	14	PHACTR4
NM_001048199	chr1	+	28832454	28865708	28856378	28864519	12	RCC1
NR_030726	chr1	+	28832454	28865708	28865708	28865708	13	RCC1
NR_030725	chr1	+	28832454	28865708	28865708	28865708	13	RCC1
NM_001135218	chr1	-	28929608	28969604	28930050	28948593	6	TAF12
NR_002909	chr1	+	28832454	28837404	28837404	28837404	3	SNHG3
NR_036473	chr1	+	28832454	28837404	28837404	28837404	4	SNHG3
NM_005704	chr1	+	29563027	29653325	29563156	29652173	31	PTPRU
NM_001195001	chr1	+	29563027	29653325	29563156	29652173	30	PTPRU
NM_133178	chr1	+	29563027	29653325	29563156	29652173	30	PTPRU
NM_133177	chr1	+	29563027	29653325	29563156	29652173	31	PTPRU
NM_005626	chr1	-	29474249	29508637	29474921	29508264	6	SRSF4
NR_034182	chr1	+	31191618	31199593	31199593	31199593	4	MATN1-AS1
NM_002379	chr1	-	31184123	31196432	31186428	31196398	8	MATN1
NM_001195100	chr1	-	32372021	32385259	32374452	32384666	4	PTP4A2
NM_001195101	chr1	-	32372021	32385259	32374452	32384666	4	PTP4A2
NM_080391	chr1	-	32372021	32403988	32374452	32384666	6	PTP4A2
NR_111980	chr1	+	33004745	33071551	33071551	33071551	4	ZBTB8A
NM_030786	chr1	-	33145506	33168361	33147450	33168261	5	SYNC
NM_022753	chr1	+	33283118	33324480	33291700	33321639	7	S100PBP
NM_001040441	chr1	+	33004745	33071551	33058532	33066020	5	ZBTB8A
NM_001291496	chr1	+	33004745	33071551	33058532	33065898	5	ZBTB8A
NM_012316	chr1	+	32573643	32642168	32573731	32636495	14	KPNA6
NM_153341	chr1	-	33402046	33430414	33402406	33430286	9	RNF19B
NM_001256121	chr1	+	33283042	33324480	33291700	33321639	7	S100PBP
NM_001127361	chr1	-	33402046	33430414	33402888	33430286	9	RNF19B
NM_001161708	chr1	-	33145506	33168361	33147388	33168261	4	SYNC
NM_001300826	chr1	-	33402046	33430414	33402406	33430286	9	RNF19B
NM_004964	chr1	+	32757707	32799224	32757770	32798645	14	HDAC1
NR_038372	chr1	+	34334556	34351059	34351059	34351059	8	CSMD2-AS1
NM_145238	chr1	+	33938231	33961995	33944889	33961076	8	ZSCAN20
NM_198040	chr1	-	33789223	33841194	33790465	33841140	14	PHC2
NR_125978	chr1	+	33815952	33828846	33828846	33828846	3	LOC101929464
NM_001080418	chr1	-	35331036	35395186	35331683	35370984	12	DLGAP3
NM_024852	chr1	+	36396682	36522063	36397027	36521346	19	AGO3
NM_024874	chr1	-	35899090	36023037	35900494	36020092	21	KIAA0319L
NM_005202	chr1	-	36560836	36590685	36563169	36565843	4	COL8A2
NM_017629	chr1	+	36273827	36323490	36274017	36319206	18	AGO4
NM_005095	chr1	+	35734567	35887545	35734647	35885278	30	ZMYM4
NM_001294347	chr1	-	36560836	36590685	36563169	36565086	4	COL8A2
NM_178548	chr1	+	36038970	36060927	36039178	36060277	7	TFAP2E
NM_177422	chr1	+	36396682	36522063	36469985	36521346	17	AGO3
NM_000831	chr1	-	37261127	37499844	37267451	37499709	16	GRIK3
NM_032017	chr1	-	36805219	36851528	36807355	36826933	12	STK40
NM_001282547	chr1	-	36805219	36851528	36807355	36826933	11	STK40
NM_001282546	chr1	-	36805219	36851528	36807355	36826933	11	STK40
NM_024640	chr1	-	38268613	38273865	38269596	38273852	5	YRDC
NM_005540	chr1	-	38326368	38412729	38327986	38411980	24	INPP5B
NM_024700	chr1	-	38000049	38019945	38003348	38019830	4	SNIP1
NM_001271851	chr1	-	39303868	39325495	39305224	39325318	7	RRAGC
NM_022157	chr1	-	39303868	39325495	39305224	39325318	7	RRAGC
NM_001720	chr1	-	40223902	40254533	40226090	40254157	7	BMP8B
NM_181809	chr1	+	39957317	39995541	39957663	39991470	7	BMP8A
NM_012421	chr1	+	40627040	40706593	40627071	40706119	8	RLF
NM_001172218	chr1	-	41492870	41707815	41493865	41608748	16	SCMH1
NM_012236	chr1	-	41492870	41707815	41493865	41625402	15	SCMH1
NM_001031694	chr1	-	41492870	41627104	41493865	41618346	16	SCMH1
NM_001172221	chr1	-	41492870	41628689	41493865	41608748	15	SCMH1
NM_001172219	chr1	-	41492870	41707815	41493865	41651805	15	SCMH1
NM_004700	chr1	+	41249683	41306124	41249765	41304195	14	KCNQ4
NM_001172220	chr1	-	41492870	41707815	41493865	41608748	14	SCMH1
NM_001172222	chr1	-	41492870	41625605	41493865	41625402	9	SCMH1
NM_172163	chr1	+	41249683	41306124	41249765	41304195	13	KCNQ4
NR_024567	chr1	-	41154751	41157933	41157933	41157933	1	NFYC-AS1
NR_038261	chr1	-	42312859	42501596	42501596	42501596	4	HIVEP3
NR_038260	chr1	-	42312859	42384496	42384496	42384496	3	HIVEP3
NM_001127714	chr1	-	41972035	42384378	41976121	42050468	8	HIVEP3
NM_001198852	chr1	-	42642209	42800886	42645380	42776764	12	FOXJ3
NM_001198851	chr1	-	42642209	42800636	42645380	42776764	15	FOXJ3
NM_014947	chr1	-	42642209	42800903	42645380	42776764	13	FOXJ3
NM_173642	chr1	+	42846467	42889900	42846605	42880645	5	RIMKLA
NM_024503	chr1	-	41972035	42384378	41976121	42050468	9	HIVEP3
NM_001198850	chr1	-	42642209	42801548	42645380	42776764	13	FOXJ3
NM_015284	chr1	+	43855555	43919918	43855639	43916151	71	SZT2
NM_001253357	chr1	+	43766565	43788781	43766794	43788393	23	TIE1
NM_152498	chr1	+	43638000	43676549	43638424	43675755	11	CFAP57
NM_001242750	chr1	+	43253660	43263901	43255103	43263896	7	LOC100129924
NM_001167965	chr1	+	43638000	43676549	43638424	43675755	11	CFAP57
NM_001195831	chr1	+	43638000	43720029	43638424	43719862	24	CFAP57
NM_005424	chr1	+	43766565	43788781	43766742	43788393	23	TIE1
NR_033827	chr1	-	44165408	44173012	44173012	44173012	5	KDM4A-AS1
NM_006279	chr1	+	44173203	44396837	44201933	44395893	12	ST3GAL3
NM_174963	chr1	+	44173203	44396837	44201933	44395893	13	ST3GAL3
NM_174965	chr1	+	44173203	44396837	44201933	44395874	7	ST3GAL3
NM_174964	chr1	+	44173203	44396837	44201933	44395893	12	ST3GAL3
NR_073016	chr1	+	44173203	44396837	44396837	44396837	12	ST3GAL3
NR_073020	chr1	+	44173203	44396837	44396837	44396837	10	ST3GAL3
NR_073023	chr1	+	44173203	44396837	44396837	44396837	9	ST3GAL3
NM_001270466	chr1	+	44173203	44396837	44201933	44395855	5	ST3GAL3
NR_073019	chr1	+	44173203	44396837	44396837	44396837	9	ST3GAL3
NR_073018	chr1	+	44173203	44396837	44396837	44396837	11	ST3GAL3
NR_073017	chr1	+	44173203	44396837	44396837	44396837	10	ST3GAL3
NM_014652	chr1	+	44412477	44433694	44413272	44433354	20	IPO13
NR_073021	chr1	+	44173203	44396837	44396837	44396837	10	ST3GAL3
NM_001270459	chr1	+	44173203	44396837	44201933	44395893	12	ST3GAL3
NM_001270460	chr1	+	44173203	44396837	44201933	44395893	11	ST3GAL3
NM_001270461	chr1	+	44173203	44396837	44201933	44395893	9	ST3GAL3
NM_001270462	chr1	+	44173203	44396837	44201933	44395893	8	ST3GAL3
NM_001270463	chr1	+	44173203	44396837	44201933	44395855	8	ST3GAL3
NM_174971	chr1	+	44173203	44396837	44201933	44395893	12	ST3GAL3
NM_174970	chr1	+	44173203	44396837	44201933	44395874	6	ST3GAL3
NM_174969	chr1	+	44173203	44396837	44201933	44395893	11	ST3GAL3
NM_001270464	chr1	+	44173203	44396837	44201933	44395855	8	ST3GAL3
NM_001270465	chr1	+	44173203	44396837	44201933	44364939	8	ST3GAL3
NM_174968	chr1	+	44173203	44396837	44201933	44395893	13	ST3GAL3
NM_174967	chr1	+	44173203	44396837	44201933	44395874	7	ST3GAL3
NM_174966	chr1	+	44173203	44396837	44201933	44395893	10	ST3GAL3
NR_110056	chr1	-	44688266	44709955	44709955	44709955	4	ERI3-IT1
NM_001301698	chr1	-	44686741	44820951	44687229	44804971	8	ERI3
NM_001301701	chr1	-	44686741	44820951	44687229	44785374	8	ERI3
NM_001301700	chr1	-	44686741	44820951	44687282	44804971	8	ERI3
NM_024066	chr1	-	44686741	44820951	44687229	44820698	9	ERI3
NM_001301699	chr1	-	44686741	44820951	44687229	44804971	8	ERI3
NM_020365	chr1	-	45316193	45452394	45316622	45446840	12	EIF2B3
NM_020883	chr1	-	45482075	45672250	45484125	45672022	14	ZSWIM5
NM_007170	chr1	-	45809554	45956840	45810511	45923457	11	TESK2
NM_001297656	chr1	+	45212033	45233438	45212428	45232851	20	KIF2C
NM_001297657	chr1	+	45212033	45233438	45216136	45232851	20	KIF2C
NM_006845	chr1	+	45205489	45233438	45205604	45232851	21	KIF2C
NM_001297655	chr1	+	45205489	45233438	45205604	45232851	20	KIF2C
NM_001261418	chr1	-	45316193	45452394	45316671	45446840	11	EIF2B3
NM_001166588	chr1	-	45340200	45452394	45340312	45446840	10	EIF2B3
NM_198973	chr1	-	47023078	47069966	47024433	47059818	12	MKNK1
NM_001290130	chr1	-	46654352	46663171	46654941	46661587	22	POMGNT1
NM_015112	chr1	+	46269284	46501796	46269567	46501738	29	MAST2
NM_001303427	chr1	-	46505811	46642167	46509344	46642143	10	PIK3R3
NM_017739	chr1	-	46654352	46664121	46654941	46663493	22	POMGNT1
NM_001135553	chr1	-	47023078	47069966	47024246	47059818	13	MKNK1
NM_001114172	chr1	-	46505811	46598708	46509344	46597624	11	PIK3R3
NM_001290129	chr1	-	46654352	46663171	46654941	46663033	22	POMGNT1
NM_001243766	chr1	-	46654352	46685977	46654390	46663493	23	POMGNT1
NR_024174	chr1	-	47023078	47069966	47069966	47069966	11	MKNK1
NR_024176	chr1	-	47023078	47069966	47069966	47069966	13	MKNK1
NM_003629	chr1	-	46505811	46598380	46509344	46597624	10	PIK3R3
NM_003684	chr1	-	47023078	47069966	47024246	47059818	14	MKNK1
NM_001303428	chr1	-	46505811	46598467	46509344	46598417	11	PIK3R3
NM_001303429	chr1	-	46505811	46598380	46509344	46597624	9	PIK3R3
NR_002788	chr1	-	47308766	47366147	47366147	47366147	12	CYP4Z2P
NM_016308	chr1	+	47799468	47844511	47799617	47842417	6	CMPK1
NM_178134	chr1	+	47533159	47583992	47533162	47583606	12	CYP4Z1
NM_001136140	chr1	+	47799468	47844511	47799617	47842417	5	CMPK1
NR_046394	chr1	+	47799468	47844511	47844511	47844511	5	CMPK1
NM_019073	chr1	-	48761043	48937880	48764384	48937680	13	SPATA6
NM_001286238	chr1	-	48761043	48937880	48764384	48937680	13	SPATA6
NR_026749	chr1	-	48567386	48648100	48648100	48648100	10	SKINTL
NM_001286239	chr1	-	48761043	48937880	48764384	48937680	12	SPATA6
NM_001144775	chr1	+	50571936	50669457	50571948	50666850	7	ELAVL4
NM_001144774	chr1	+	50574591	50669457	50574861	50666850	7	ELAVL4
NM_001144777	chr1	+	50513685	50669457	50513836	50666850	7	ELAVL4
NM_001144776	chr1	+	50569581	50669457	50569663	50666850	7	ELAVL4
NM_001294348	chr1	+	50575287	50669457	50575612	50666850	7	ELAVL4
NM_021952	chr1	+	50574591	50669457	50574861	50666850	7	ELAVL4
NM_001144832	chr1	-	51752929	51810788	51753828	51810715	18	TTC39A
NM_148908	chr1	+	52082545	52254891	52082782	52253461	23	OSBPL9
NM_001297662	chr1	-	51761209	51796236	51761719	51796149	13	TTC39A
NM_024586	chr1	+	52082545	52254891	52082782	52253461	24	OSBPL9
NM_002525	chr1	-	52254865	52344609	52254907	52344287	33	NRD1
NR_036662	chr1	+	52082545	52254891	52254891	52254891	23	OSBPL9
NM_148906	chr1	+	52082545	52254891	52082782	52253461	23	OSBPL9
NM_001297663	chr1	-	51752929	51796236	51753828	51796149	18	TTC39A
NM_001297664	chr1	-	51752929	51795874	51753828	51787457	18	TTC39A
NM_001242361	chr1	-	52254865	52343712	52254907	52306131	33	NRD1
NM_001981	chr1	-	51819934	51984995	51822371	51984903	25	EPS15
NM_148909	chr1	+	52082545	52254891	52082782	52253461	24	OSBPL9
NM_001101662	chr1	-	52254865	52344609	52254907	52344287	31	NRD1
NM_001297665	chr1	-	51752929	51787940	51753828	51787833	18	TTC39A
NM_001080494	chr1	-	51752929	51787940	51753828	51787833	18	TTC39A
NM_001009881	chr1	-	52888947	53018762	52889606	52991952	30	ZCCHC11
NM_015269	chr1	-	52888947	53018762	52889606	52991952	30	ZCCHC11
NM_032449	chr1	-	52816264	52831877	52819190	52830292	24	CC2D1B
NM_007324	chr1	+	52607765	52812358	52698878	52811893	18	ZFYVE9
NM_024646	chr1	+	53192130	53293013	53192325	53287301	14	ZYG11B
NM_004799	chr1	+	52607765	52812358	52698878	52811893	19	ZFYVE9
NM_001004339	chr1	+	53308182	53360247	53308555	53358629	14	ZYG11A
NM_018087	chr1	-	54231133	54304225	54233642	54303934	18	NDC1
NM_001168551	chr1	-	54231133	54304225	54233642	54303934	18	NDC1
NM_001018054	chr1	-	53708040	53793821	53712689	53793584	18	LRP8
NM_004631	chr1	-	53708040	53793821	53712689	53793584	19	LRP8
NM_033300	chr1	-	53708040	53793821	53712689	53793584	17	LRP8
NM_016126	chr1	-	54387233	54411288	54387323	54405755	6	HSPB11
NM_017522	chr1	-	53708040	53793821	53712689	53793584	16	LRP8
NR_033142	chr1	-	54231133	54304225	54304225	54304225	17	NDC1
NM_147193	chr1	-	53971905	54199877	53972291	54060575	10	GLIS1
NM_018070	chr1	-	54691103	54872068	54692803	54871681	17	SSBP3
NM_001031672	chr1	-	54638026	54665746	54640291	54661289	8	CYB5RL
NR_037640	chr1	+	55107412	55208328	55208328	55208328	33	MROH7-TTC4
NM_001009955	chr1	-	54691103	54872068	54692803	54871681	17	SSBP3
NM_015547	chr1	+	55013806	55100417	55013982	55100402	17	ACOT11
NR_037639	chr1	+	55107412	55208328	55208328	55208328	33	MROH7-TTC4
NR_037641	chr1	+	55107412	55208328	55208328	55208328	33	MROH7-TTC4
NM_145716	chr1	-	54691103	54872068	54692803	54871681	18	SSBP3
NM_147161	chr1	+	55013806	55076005	55013982	55074785	16	ACOT11
NM_001278543	chr1	-	57394882	57431813	57395076	57425785	13	C8B
NM_001004303	chr1	-	57184476	57285369	57185343	57284963	20	C1orf168
NM_006252	chr1	+	57110989	57181008	57111060	57173386	9	PRKAA2
NM_000066	chr1	-	57394882	57431813	57395076	57431621	12	C8B
NM_003713	chr1	-	56960418	57045257	56962222	57044689	6	PPAP2B
NM_001278544	chr1	-	57394882	57431813	57395076	57425264	13	C8B
NR_104365	chr1	+	58326214	58328654	58328654	58328654	2	DAB1-AS1
NR_104362	chr1	+	58326214	58328786	58328786	58328786	2	DAB1-AS1
NR_104364	chr1	+	58326214	58328786	58328786	58328786	2	DAB1-AS1
NR_104363	chr1	+	58326214	58328786	58328786	58328786	2	DAB1-AS1
NR_110626	chr1	+	59486147	59553919	59553919	59553919	3	LINC01358
NM_145243	chr1	-	58946390	59012471	58946636	59004966	9	OMA1
NM_015888	chr1	+	60280532	60342050	60280789	60338637	22	HOOK1
NM_001244714	chr1	+	59775749	60228402	59787221	60228256	14	FGGY
NM_001278224	chr1	+	59981300	60228402	60019893	60228256	10	FGGY
NR_110628	chr1	-	61125302	61291256	61291256	61291256	6	LOC101926964
NM_176877	chr1	+	62208148	62629591	62228564	62626607	43	INADL
NM_181712	chr1	-	62701836	62785083	62703948	62747236	10	KANK4
NR_038252	chr1	-	63624753	63782901	63782901	63782901	12	LINC00466
NM_001272001	chr1	-	62920396	63154039	62921084	63153935	48	DOCK7
NM_001272000	chr1	-	62920396	63154039	62921084	63153935	49	DOCK7
NM_178221	chr1	+	63249776	63330941	63269457	63329830	11	ATG4C
NM_032852	chr1	+	63249776	63330941	63269457	63329830	11	ATG4C
NM_033407	chr1	-	62920396	63154039	62921084	63153935	49	DOCK7
NM_001271999	chr1	-	62920396	63154039	62921084	63153935	49	DOCK7
NM_001083592	chr1	+	64239689	64609052	64240088	64608341	7	ROR1
NM_001172819	chr1	+	64059479	64125916	64097362	64125346	11	PGM1
NM_001172818	chr1	+	64088886	64125916	64089131	64125346	11	PGM1
NM_002633	chr1	+	64058946	64125916	64059159	64125346	11	PGM1
NM_005012	chr1	+	64239689	64647179	64240088	64644538	9	ROR1
NM_018211	chr1	+	65210777	65298914	65210855	65296668	12	RAVER2
NM_013410	chr1	+	65613849	65697828	65614090	65691860	5	AK4
NM_001256865	chr1	+	65730376	65881552	65830334	65878708	20	DNAJC6
NM_001256864	chr1	+	65775217	65881552	65775428	65878708	19	DNAJC6
NM_002227	chr1	-	65298905	65432187	65300244	65351947	25	JAK1
NM_014787	chr1	+	65730376	65881552	65730593	65878708	19	DNAJC6
NM_203464	chr1	+	65613231	65697828	65614090	65691860	6	AK4
NM_001005353	chr1	+	65613512	65697828	65614090	65691860	6	AK4
NM_002600	chr1	+	66258855	66840262	66378997	66838361	17	PDE4B
NM_001297441	chr1	+	66378927	66840262	66378997	66838361	16	PDE4B
NM_001037341	chr1	+	66258192	66840262	66378997	66838361	17	PDE4B
NM_001297440	chr1	+	66258192	66840262	66379034	66838361	16	PDE4B
NM_001037340	chr1	+	66458298	66840262	66458589	66838361	15	PDE4B
NM_024763	chr1	-	67278571	67390570	67279812	67390514	17	WDR78
NM_001018069	chr1	-	67873492	67896123	67878889	67895983	8	SERBP1
NM_015640	chr1	-	67873492	67896123	67878889	67895983	8	SERBP1
NM_207014	chr1	-	67303281	67390570	67303335	67390514	10	WDR78
NM_015139	chr1	-	67465014	67520080	67470022	67519696	12	SLC35D1
NM_144701	chr1	+	67632168	67725650	67633803	67724811	11	IL23R
NM_152665	chr1	+	67218139	67244730	67220341	67243137	5	TCTEX1D1
NM_001018068	chr1	-	67873492	67896123	67878889	67895983	8	SERBP1
NM_001018067	chr1	-	67873492	67896123	67878889	67895983	8	SERBP1
NM_018841	chr1	-	68167148	68299155	68171133	68173369	4	GNG12
NR_040077	chr1	+	68297970	68668670	68668670	68668670	10	GNG12-AS1
NM_001193334	chr1	-	68591040	68698229	68591908	68697982	11	WLS
NM_024911	chr1	-	68591040	68698284	68591908	68697982	12	WLS
NM_001002292	chr1	-	68564141	68698229	68564314	68697982	12	WLS
NM_017779	chr1	-	68939834	68962904	68942614	68962682	11	DEPDC1
NM_001114120	chr1	-	68939834	68962904	68942614	68962682	12	DEPDC1
NM_030816	chr1	-	70724684	70820417	70728399	70820091	13	ANKRD13C
NM_017768	chr1	-	70610484	70671361	70611482	70671223	15	LRRC40
NR_023916	chr1	+	70385004	70386000	70386000	70386000	1	PIN1P1
NR_028294	chr1	-	71318035	71513491	71513491	71513491	6	PTGER3
NR_028292	chr1	-	71318035	71513491	71513491	71513491	6	PTGER3
NR_028293	chr1	-	71318035	71513491	71513491	71513491	5	PTGER3
NR_046217	chr1	+	71547006	71703406	71703406	71703406	4	ZRANB2-AS2
NM_198716	chr1	-	71318035	71513491	71318521	71513260	4	PTGER3
NM_198717	chr1	-	71318035	71513491	71318521	71513260	3	PTGER3
NM_198714	chr1	-	71318035	71513491	71419468	71513260	5	PTGER3
NM_001126044	chr1	-	71418114	71513491	71419468	71513260	5	PTGER3
NM_198718	chr1	-	71418114	71513491	71418589	71513260	4	PTGER3
NR_110676	chr1	+	73771852	73804560	73804560	73804560	4	LINC01360
NM_015978	chr1	+	74701070	75010116	74701135	75009666	25	TNNI3K
NM_001112808	chr1	+	74663895	75010116	74663923	75009666	27	FPGT-TNNI3K
NM_001199327	chr1	+	74663895	74930609	74663923	74930426	24	FPGT-TNNI3K
NM_001105659	chr1	-	74491701	74663871	74492496	74649368	8	LRRIQ3
NM_001002912	chr1	-	75033794	75139422	75036800	75139203	15	ERICH3
NM_001130058	chr1	-	75667815	76076799	75669411	76007132	24	SLC44A5
NM_152697	chr1	-	75672074	76076799	75672291	76007132	24	SLC44A5
NM_002440	chr1	+	76262555	76378923	76262670	76378572	20	MSH4
NM_030965	chr1	+	77333185	77529737	77333360	77528891	5	ST6GALNAC5
NM_001172309	chr1	+	78354199	78409578	78381791	78408514	12	NEXN
NM_012093	chr1	+	77748286	78025654	77752643	78024355	14	AK5
NM_198549	chr1	+	78245308	78345225	78245340	78340749	16	FAM73A
NM_001270384	chr1	+	78245308	78345225	78245340	78340749	16	FAM73A
NM_015534	chr1	-	78030189	78148343	78031324	78099039	15	ZZZ3
NM_017655	chr1	+	78511588	78603112	78511778	78601427	6	GIPC2
NM_144573	chr1	+	78354199	78409578	78381791	78408514	13	NEXN
NM_174858	chr1	+	77747661	78025654	77747998	78024355	14	AK5
NR_027310	chr1	+	78695282	78835147	78835147	78835147	6	MGC27382
NM_022159	chr1	-	79355448	79472495	79356838	79472339	15	ELTD1
NR_125940	chr1	+	81001439	81112473	81112473	81112473	4	LOC101927412
NR_125941	chr1	+	81001439	81112473	81112473	81112473	3	LOC101927412
